borrower_id,age,gender,income,employment_duration,housing_status,loan_amount,tenure,credit_score,previous_defaults,debt_to_income_ratio,default
42,29,Female,37784.361098282585,456,Own,9205.176925028274,24,342,0,0.2628589004906777,0
43,59,Female,52857.0202598416,283,Rent,35669.08007105446,24,577,0,0.4179510816156533,0
44,38,Male,50200.358469988096,206,Rent,17388.545464865143,48,618,0,0.4581696693061418,0
45,24,Male,76907.62495255441,193,Mortgage,8819.83846931376,48,473,0,0.2853028027343594,0
46,45,Female,47831.90414250433,454,Mortgage,21795.355951937534,36,340,0,0.1762660245924931,0
47,34,Male,77495.68197940459,46,Rent,5699.56770924491,24,708,0,0.16977875617793606,0
48,29,Female,43697.99327962629,465,Mortgage,10943.751983219141,60,622,0,0.5063070497816319,0
49,46,Female,68529.63750210433,341,Mortgage,1000.0,48,479,0,0.42663676047946075,0
50,22,Male,54573.26056273438,241,Rent,27740.69048366051,60,458,0,0.46401540331522517,0
51,40,Male,84597.70797366889,9,Mortgage,12982.706020386222,60,336,0,0.34412710881610964,1
52,48,Female,20459.702743711438,369,Mortgage,6812.355085545777,24,705,0,0.32865989047676525,0
53,67,Male,26722.845644803507,288,Own,21494.907560222975,60,838,0,0.20557506562858055,0
54,27,Male,86632.44569316773,390,Mortgage,4522.7834966333085,36,675,0,0.18416985160784702,0
55,64,Male,35334.698130272925,130,Own,5130.653863892532,36,555,0,0.17695667227706316,0
56,28,Male,36603.93283848277,269,Rent,11209.520189257042,24,577,0,0.5958943237206656,0
57,67,Female,32485.528290002912,427,Own,3024.8213588581584,36,548,0,0.5104458675206648,0
58,55,Female,72968.91913067448,301,Rent,8465.513261498389,48,316,0,0.4130648035347412,1
59,34,Female,24930.84773549751,60,Own,13018.424213578695,24,667,0,0.20720195831531293,0
60,37,Female,50449.00824555322,163,Own,13921.252845905143,60,424,0,0.2688294037884079,0
61,56,Male,44687.563564389246,12,Own,1753.6548552460226,48,611,0,0.27539285812329517,0
62,60,Male,70730.31167008869,271,Mortgage,12556.70155987511,24,511,0,0.33883670300722013,0
63,24,Female,38726.34675336711,207,Mortgage,20806.67320344239,60,771,3,0.31099839714525046,1
64,22,Female,58305.45158226548,245,Mortgage,22474.36340539774,60,714,0,0.5670765920782913,0
65,26,Male,26575.676532454607,132,Mortgage,10024.732183737717,60,799,0,0.4604048312871417,0
66,62,Female,95478.82077354402,243,Mortgage,13111.607134040762,60,480,0,0.14070262199488323,0
67,24,Female,45208.153506925824,472,Own,12521.80199483249,60,688,1,0.27997840003372254,0
68,49,Male,50175.26969770734,293,Mortgage,1083.0438636858526,24,486,2,0.1664813147476076,1
69,38,Female,83095.08717701084,433,Rent,9598.414269877954,36,767,1,0.239677277466987,0
70,46,Male,38266.54451389582,37,Own,22962.282971100936,60,756,0,0.5794465016770389,0
71,64,Male,83347.64685877232,358,Own,23121.14792182779,48,433,2,0.45263177258749543,1
72,54,Female,41770.576517240785,55,Rent,19118.92077217483,24,474,0,0.10392609802469124,0
73,30,Male,63433.963676425185,318,Mortgage,1000.0,12,560,0,0.26443064622126233,0
74,56,Female,38546.367196814026,375,Rent,7184.873165364006,36,616,2,0.3193508685172082,1
75,34,Male,22879.271097105313,47,Own,19675.944340142803,48,568,0,0.4012507145163836,0
76,51,Female,58291.887010812316,104,Own,32123.926183484364,60,769,0,0.3498635089923252,0
77,68,Female,62798.06801967065,473,Own,14854.399163808237,24,523,0,0.1348863753014666,0
78,35,Female,23682.285153475226,58,Rent,15958.729068605286,24,551,0,0.35777373434174087,0
79,28,Male,43858.83362182576,76,Mortgage,13868.482656889679,60,363,0,0.1651296380265375,0
80,34,Male,74015.17923073814,427,Own,1934.7410823048576,48,763,0,0.35959988436582013,0
81,43,Female,62002.3790159322,217,Mortgage,18519.26409955677,24,423,0,0.22303430498605267,0
82,60,Male,42095.699964318985,382,Own,1000.0,36,537,0,0.1720961495378501,0
83,41,Female,38049.48596731089,54,Mortgage,14147.58544158321,48,374,0,0.24396146955274747,0
84,36,Female,88964.88650269553,54,Rent,15890.497819039576,60,741,0,0.14981103926566422,0
85,65,Male,21061.358603942837,128,Own,15492.982756594074,48,799,0,0.24199186165990696,0
86,38,Female,48816.02851182795,391,Own,2015.9284110616736,48,821,0,0.5334663522847611,0
87,67,Male,20706.062526121113,382,Own,7909.733471571934,12,567,1,0.2535853485817514,1
88,44,Female,76296.29289688563,387,Rent,21887.360064345867,60,786,0,0.3351110170727444,0
89,46,Male,49857.52775583327,84,Rent,15728.578201519507,36,349,0,0.3599041791098041,0
90,45,Female,53563.4816953887,213,Mortgage,7975.260419495881,60,358,2,0.18914537966722902,1
91,65,Female,105377.84619255218,114,Rent,4288.669361664661,12,753,0,0.32089222949615137,0
92,61,Male,38130.546485272134,436,Own,23028.102500227986,60,371,0,0.526490560791308,1
93,49,Female,84971.51828117068,313,Mortgage,15343.629912716706,60,489,0,0.1402635368860156,0
94,35,Female,42185.36171183623,292,Rent,3692.4164385598706,36,455,0,0.5614098108877903,0
95,65,Male,45329.75084830203,48,Mortgage,13113.489790761494,12,384,0,0.5355567844583531,1
96,21,Female,102763.50513241198,66,Mortgage,6938.923265776398,60,368,0,0.527914759345775,1
97,45,Male,46778.19245476653,274,Mortgage,18013.796749131703,60,684,0,0.19927138783523282,0
98,27,Female,22512.571914095042,128,Own,27536.187722337927,24,672,0,0.3421567992582426,0
99,29,Male,55638.375762526244,28,Own,4191.604795960417,60,354,0,0.40807773525295066,0
100,44,Female,46545.263496659914,342,Rent,16571.741924440816,36,384,0,0.14997496200587332,0
101,21,Female,57341.916834677206,32,Own,16389.84508541155,24,616,0,0.37842275626779875,0
102,64,Female,47328.04413344461,118,Mortgage,1000.0,12,463,0,0.5200216067639118,0
103,28,Male,94310.8923240953,179,Mortgage,23326.164167814746,48,551,0,0.5682769695594886,0
104,44,Male,61134.71677671871,424,Own,35989.47572309178,36,451,0,0.23916426327230192,0
105,31,Male,28500.70744548364,150,Mortgage,16380.363551989383,12,635,1,0.24436966123282736,0
106,37,Male,52490.936040477085,132,Own,28596.200059831586,24,667,0,0.23536530868495562,0
107,28,Female,34007.40351665922,326,Mortgage,2454.389620861626,48,399,0,0.17672503655695518,0
108,55,Female,45045.723149940924,184,Rent,7812.35771046031,12,419,0,0.3153568769077859,0
109,55,Male,31791.185788663544,133,Rent,15712.432344062478,36,684,0,0.4922344241230032,0
110,53,Male,92142.37046412045,176,Own,6463.199401117019,24,602,0,0.45604432030909947,0
111,25,Male,36172.307696435564,21,Own,15380.979060457006,36,448,0,0.55015967565898,0
112,62,Female,63751.287039882736,240,Own,25033.747052562583,36,500,0,0.27787074135496814,0
113,59,Male,43530.41156246746,76,Own,6169.352242422339,24,302,0,0.3861096258776041,1
114,61,Male,26831.736548544195,203,Own,25475.193932124705,60,699,0,0.48326774729112343,0
115,48,Female,53952.986057990136,3,Mortgage,1000.0,36,367,1,0.5490866520431454,1
116,27,Female,58013.836741714134,327,Rent,9312.348145330834,24,453,0,0.5358771559949809,0
117,29,Male,61172.530655090275,447,Mortgage,13030.67822722645,36,793,0,0.33275879721478674,0
118,28,Female,15000.0,164,Rent,5730.420343398775,60,481,0,0.553428916842389,0
119,32,Male,25303.085726618177,414,Mortgage,9451.865484027949,24,824,0,0.3220278796464563,0
120,54,Female,69151.09438043769,420,Mortgage,28961.448290669534,12,488,0,0.5514161089944039,0
121,53,Male,31527.86074782416,127,Mortgage,27399.319048322955,12,319,0,0.48848540344735303,1
122,68,Male,54058.881006202224,44,Own,22200.3426150117,12,582,0,0.2108239610963151,0
123,43,Male,24839.50609542429,217,Rent,25412.123666335225,48,309,0,0.5648338370765549,1
124,44,Male,64632.0220431688,234,Own,8796.295797313915,36,830,1,0.2212322954669079,0
125,57,Female,68625.39191991149,135,Own,2771.5957456965334,36,602,0,0.5542099810904244,0
126,55,Female,64638.198123447335,167,Mortgage,6923.991520274715,24,540,2,0.4075545347245231,1
127,64,Female,70651.13624707195,236,Rent,8409.822043626995,48,451,1,0.43368805360032847,1
128,60,Female,81278.00289799065,92,Rent,8904.850330725854,36,636,0,0.1546667415088692,0
129,42,Male,26518.517367820506,4,Rent,20281.387916266885,24,487,0,0.13287051421961013,0
130,47,Male,34226.56137697275,155,Rent,18231.778795162052,60,763,0,0.584170512170153,0
131,55,Female,67950.8714060759,244,Own,13243.380680102735,36,476,0,0.26846386286286583,0
132,21,Female,72604.39543674962,359,Own,13859.223565896513,36,476,0,0.522185560098548,1
133,55,Female,36513.14092856149,80,Rent,25949.222818024005,60,714,0,0.4522377250950481,0
134,57,Female,35122.27869348832,246,Own,2081.7704089956096,60,609,0,0.40206919057671553,0
135,67,Female,36955.73020138989,342,Rent,22896.730670157063,36,301,0,0.44260497605650595,1
136,34,Male,17898.10071912108,136,Own,1000.0,60,616,0,0.1446935851057282,0
137,23,Male,24571.77635651849,385,Mortgage,9341.043373144075,24,808,2,0.3061976231568855,0
138,21,Male,25054.147099396934,62,Mortgage,30105.867748075572,36,667,0,0.4035381953005077,0
139,25,Female,44118.03052388733,479,Rent,18008.418923161396,36,525,0,0.5337814774526563,0
140,46,Female,55416.730316679095,306,Rent,10333.582948554358,12,779,0,0.4573436748006172,0
141,34,Female,58669.45663284745,115,Own,24153.203567733573,36,362,0,0.22640363332985727,0
142,59,Female,39828.75493448638,112,Rent,20951.040767533523,12,579,0,0.5924631449454532,0
143,47,Male,40320.257674382425,30,Rent,20546.14835452947,60,313,0,0.42151829541007724,1
144,29,Male,52473.229903025225,6,Own,12986.408279012356,60,327,0,0.3506583090467843,0
145,35,Female,20079.70885701146,413,Rent,24599.45049722641,24,441,0,0.49068940680494777,1
146,35,Male,69188.81064166178,441,Rent,8560.983545274004,12,772,0,0.4013502022374751,0
147,46,Male,75707.70558028542,2,Mortgage,8088.159293144543,36,823,0,0.4549942730842841,0
148,62,Female,37488.3872462392,306,Mortgage,33742.79653638252,12,483,0,0.4085666196241995,1
149,33,Female,42031.27681302442,242,Mortgage,10000.836454971814,60,616,0,0.18941901211589315,0
150,52,Female,74866.24449690338,55,Rent,1000.0,60,660,0,0.37167803041881464,0
151,59,Female,47538.96818020201,72,Own,25624.952635468504,24,744,0,0.24155057674502686,0
152,69,Female,61764.90891903259,9,Mortgage,28613.02191190988,60,595,0,0.385144222604793,0
153,52,Female,48153.89212398452,60,Rent,12642.496969517488,12,703,0,0.1627517718816007,0
154,24,Male,81126.14776960548,49,Mortgage,1000.0,36,562,0,0.21598287932034607,0
155,50,Male,59801.59256502991,121,Own,14447.820903271291,36,676,2,0.5043612967246128,1
156,57,Female,60953.115438383844,174,Own,35723.01121426752,12,367,0,0.3026352718200823,1
157,43,Male,61326.130774671736,473,Own,17025.591169599007,24,770,0,0.4368924428224714,0
158,59,Female,38897.72527344576,0,Own,22693.580415476434,36,346,0,0.3489242455331727,1
159,65,Female,40735.2172615493,477,Own,23268.120403069148,12,357,0,0.2703486202884985,0
160,35,Female,65384.9127911995,440,Own,24712.934794027096,12,323,0,0.3475876252080349,1
161,63,Female,52528.25658867235,37,Rent,33625.29951875271,60,589,0,0.5068500732779174,0
162,49,Male,26447.77984376454,189,Mortgage,25801.210038058052,60,743,2,0.24080033188205838,1
163,56,Female,87462.0884924956,78,Own,14192.829978207234,24,702,0,0.3107218059591159,0
164,33,Male,69561.43734594199,344,Mortgage,3841.2576495077374,24,323,0,0.20129164222443205,0
165,52,Female,50752.52647690038,453,Mortgage,19297.142789125723,24,363,0,0.27559448292655464,0
166,27,Female,44529.9803640007,337,Rent,13065.47942748974,12,538,1,0.5425548545219172,1
167,42,Female,53973.517150601656,448,Own,22167.863740644447,12,582,0,0.49286125606579356,0
168,48,Male,60350.40198314855,189,Own,6371.296904540553,60,741,3,0.2868076463716138,1
169,22,Female,15000.0,183,Rent,11993.87863424691,36,599,2,0.16619729203115532,1
170,62,Female,92246.99418971507,66,Rent,15111.596907320883,24,392,2,0.30998501194986183,1
171,65,Female,34202.313816661605,16,Rent,5607.922546297212,48,674,1,0.4858612028090554,1
172,26,Male,49961.88734022486,382,Rent,15398.60401743357,24,609,1,0.1219004984789406,0
173,48,Male,50697.33765558292,367,Rent,22868.558024826998,60,466,0,0.47267034051835444,0
174,48,Male,89937.00437377702,391,Mortgage,34101.38403897504,12,306,1,0.439954965404484,1
175,64,Female,48237.523179866104,315,Rent,7646.901868149146,60,342,0,0.1323244712439244,0
176,64,Male,81770.14588707258,295,Own,24058.259828170405,60,639,0,0.41782014465388984,0
177,40,Female,58134.54938922228,208,Own,1000.0,60,452,0,0.2493279234845275,0
178,50,Male,30762.302755881014,344,Rent,14924.604582133426,48,342,3,0.18864266016717282,1
179,31,Male,52694.14936205609,445,Rent,15706.494080605607,48,500,0,0.29244097564649685,0
180,48,Female,47629.82556570175,40,Rent,23141.89474451986,24,847,1,0.20269388033923716,0
181,45,Male,28318.590301915418,395,Rent,9803.198923008,12,525,0,0.5122779391863547,0
182,59,Female,57154.45538944483,476,Rent,17447.578025600964,60,820,0,0.4710002529100549,0
183,53,Female,50442.05499699712,472,Own,26084.171154609146,36,638,0,0.5903764752021589,0
184,21,Male,61128.434109170805,114,Mortgage,3727.7170083487636,24,634,0,0.3670374232116995,0
185,47,Female,53867.055591966295,99,Rent,1000.0,24,480,3,0.14460291088772328,1
186,33,Female,36977.942059718596,372,Rent,25795.179420483582,60,832,0,0.2838843108226544,0
187,61,Male,65366.67984580629,437,Rent,5024.886261235644,24,571,0,0.5193185244608646,0
188,23,Male,37512.03439492842,344,Own,19569.509262615247,60,493,0,0.2984316054153662,0
189,59,Female,15000.0,348,Own,34500.878345031204,24,837,2,0.32783756353244475,1
190,26,Male,52573.05895908434,138,Mortgage,23363.81756164642,12,780,1,0.30598543137875744,0
191,28,Female,38918.5254553202,315,Mortgage,5286.62217787884,24,397,0,0.21768934503419232,0
192,47,Female,57642.6100879327,323,Mortgage,1000.0,24,729,0,0.13659760565918502,0
193,29,Male,89977.43471879428,333,Mortgage,7215.290863262639,36,811,0,0.19028016195047073,0
194,57,Male,90554.79386296116,301,Own,16728.295009030466,12,626,0,0.28197153886061077,0
195,53,Male,46697.541555563206,293,Mortgage,12500.836149173898,12,715,0,0.2227188445960677,0
196,62,Male,33469.69657507889,444,Rent,28618.5810044934,12,410,3,0.3863675999952576,1
197,64,Female,61693.66563835844,16,Own,21671.273636680195,24,511,1,0.4069528304559651,1
198,44,Female,42595.48816267291,321,Own,7693.637615573264,48,329,0,0.385033037418554,1
199,35,Male,57835.53044693885,455,Own,23460.67711728269,24,566,3,0.14245951795182563,1
200,52,Male,36782.78475546291,291,Rent,30064.18225120308,60,649,0,0.4334301599832311,0
201,52,Female,55013.84832045504,73,Own,11849.160722976907,36,813,0,0.29228974234082317,0
202,44,Female,33760.51695413048,262,Rent,19795.818444881294,12,513,0,0.5390793886290538,0
203,61,Female,73685.06832062933,15,Mortgage,6254.285333084084,60,550,0,0.3628071844927466,0
204,69,Female,38200.44618494775,13,Own,13582.530031927192,60,842,0,0.1422573344289155,0
205,69,Male,63222.050714699384,335,Rent,6079.944296273523,48,618,0,0.10460904475027863,0
206,32,Female,24704.65433628962,280,Own,27392.902137283803,12,482,0,0.4512561461988466,0
207,59,Female,65623.47713221383,360,Mortgage,9982.242495913742,24,488,2,0.3002553681388497,1
208,22,Male,30672.31861463599,3,Own,19400.362904981885,12,426,0,0.24399793683901214,0
209,23,Female,55223.536139490185,412,Mortgage,21352.469083884123,36,595,0,0.3235895204632221,0
210,69,Female,70464.01946695973,126,Own,46090.77556890084,12,322,0,0.13619644711156872,0
211,57,Male,46000.34202886441,311,Rent,12342.655359587412,60,829,0,0.2959921673713215,0
212,69,Male,29416.661785081338,5,Mortgage,7228.549748226346,60,378,1,0.2573498791511527,1
213,37,Male,59936.250142718425,128,Own,14277.801620362387,24,845,0,0.5000945697161739,0
214,69,Female,33180.37202026904,422,Mortgage,6494.8476395143625,24,769,0,0.1874270038427077,0
215,22,Female,41915.08801605542,384,Mortgage,10125.316644834384,24,604,0,0.4781584517640681,0
216,22,Male,55309.25318991455,370,Rent,22274.089612646538,36,747,3,0.3502012662788352,1
217,48,Male,77213.5207221541,231,Rent,8283.121354215886,12,498,0,0.14094397454271354,0
218,43,Female,50531.06707598938,446,Rent,20619.70907639103,48,490,2,0.5848392741798905,1
219,57,Male,50457.15019690247,312,Rent,20964.481880142906,12,531,0,0.46710482468412684,0
220,52,Male,64750.25787245703,194,Mortgage,17493.73179679945,24,323,0,0.23004713364452248,0
221,53,Male,51007.437933459936,64,Mortgage,21695.08769006338,36,760,0,0.3908766443004157,0
222,21,Female,62710.60399665796,320,Own,12055.987335178392,12,482,1,0.549967764906986,1
223,39,Female,71570.67092125895,102,Own,1000.0,60,732,0,0.5654034839238009,0
224,22,Female,43445.25699464001,276,Own,15592.631622901035,12,382,0,0.4655790200990908,0
225,64,Female,15000.0,157,Rent,15782.92431506771,60,392,0,0.46383507730137263,1
226,46,Female,33641.45812829067,223,Mortgage,11298.437517308475,12,577,0,0.2386806235120498,0
227,52,Female,74173.64021670606,288,Mortgage,21478.782317197667,12,384,1,0.594880975596034,1
228,26,Male,49324.704372046916,431,Own,22643.059123528987,12,507,0,0.22174060241908086,0
229,52,Female,43217.39458144202,277,Own,17181.57269342026,24,743,1,0.144703215491731,0
230,24,Female,73335.69986406415,477,Mortgage,15986.386059029883,60,669,0,0.5886900868172302,0
231,31,Male,47973.50167540208,181,Rent,27187.79907619096,36,775,0,0.17642273210094625,0
232,37,Female,15000.0,365,Own,4259.917805348976,48,803,3,0.36080673917611483,1
233,58,Female,19893.95877983313,3,Own,11686.239088497985,60,530,0,0.3341217019130265,0
234,44,Male,58372.960416338115,214,Mortgage,24978.192144097702,24,659,0,0.5241030117527574,0
235,25,Male,48662.181168105475,438,Mortgage,20357.75038977041,60,318,0,0.2983296131477744,1
236,54,Male,79093.12957658444,427,Own,12649.704964195842,36,508,0,0.3510907299650218,0
237,26,Female,35334.62632391647,216,Own,18905.731388132564,60,430,0,0.12186884971896186,0
238,42,Male,43809.98475992411,395,Rent,9517.918630647193,24,683,0,0.20391865456317945,0
239,31,Female,32309.938538799604,208,Rent,16612.80453312941,24,391,0,0.5164978291528179,1
240,68,Female,39588.116446390944,462,Rent,21880.558221772684,48,842,2,0.3391806011895906,1
241,36,Female,15000.0,73,Rent,27918.685505975795,36,661,0,0.2154658600056978,0
242,53,Female,42286.30671898936,226,Own,21609.05921816697,48,423,0,0.28445367180667114,1
243,29,Male,48962.62272460196,374,Own,28636.30407704207,12,572,0,0.24254781153664282,0
244,26,Male,47273.38315068632,435,Own,1000.0,24,654,0,0.3781104036624596,0
245,36,Female,92991.0652746562,92,Rent,1000.0,48,399,2,0.12572300911100345,1
246,49,Male,86669.69154353962,459,Own,1000.0,24,600,0,0.21248492537302507,0
247,23,Female,34982.01058077829,64,Mortgage,26160.56655280451,24,502,0,0.2774824979548167,0
248,40,Female,15000.0,320,Rent,21036.874413131798,12,320,0,0.5641070518318627,1
249,56,Female,48015.992941368866,9,Mortgage,7816.855774421875,24,497,0,0.41163910475519394,0
250,39,Male,57530.20276341241,401,Rent,11151.060296599013,48,411,0,0.35212682780626503,0
251,46,Female,32790.3185323433,302,Own,18364.774509704643,36,448,0,0.1954117268897225,1
252,23,Female,33780.48732148554,321,Rent,7766.949508393796,60,680,0,0.37892651009472234,0
253,39,Male,81651.09938625064,304,Mortgage,6828.013609873784,48,482,0,0.56450477526672,0
254,40,Male,44848.96857709392,455,Rent,8454.240755003973,12,636,0,0.38315465228281487,0
255,52,Male,63245.003713914775,277,Mortgage,7594.955726799288,60,637,0,0.18238702847739066,0
256,27,Male,31393.886042911097,85,Own,15441.909967950614,24,599,0,0.5985594985989203,0
257,61,Female,48861.19082550414,25,Mortgage,31630.416454562972,48,521,0,0.349428792461437,0
258,53,Male,43273.23292730974,217,Own,4928.888986535769,60,708,0,0.2597776316927618,0
259,60,Female,36492.53522393424,392,Mortgage,14267.736751261327,48,417,0,0.3516880661681191,0
260,59,Male,73106.00823043386,404,Own,19606.157075672996,24,473,0,0.23184539761975062,0
261,38,Male,22222.459807339717,94,Mortgage,20355.541283499522,48,518,0,0.11518658389281175,0
262,60,Male,56001.13651022579,243,Own,9941.231078756193,12,675,0,0.5447606441418573,0
263,21,Male,42897.56689019002,446,Own,21186.99213892259,60,618,1,0.31443721541777614,1
264,31,Male,58296.48964071749,106,Own,19200.289711022757,60,387,0,0.47644635012274306,0
265,48,Male,43168.46735563285,389,Mortgage,10487.408541291898,60,377,0,0.5856276899464467,1
266,45,Female,67343.86123837878,247,Mortgage,1472.7588819007797,48,740,0,0.4162937882394794,0
267,43,Male,31205.948034956964,13,Own,3566.8437367251518,24,500,0,0.4458081692982627,0
268,51,Male,73151.06383350624,160,Rent,22458.55446147115,48,714,0,0.5716204737989293,0
269,50,Male,49423.94610651157,70,Own,29270.640676335475,48,303,0,0.35827722300828624,1
270,62,Male,23429.94941969753,151,Rent,15007.550910778458,60,382,2,0.2599499389496319,1
271,55,Female,63604.309118056466,456,Own,29019.05528828877,24,792,3,0.5606921283267132,1
272,27,Male,46023.005129646976,74,Mortgage,14476.195255621371,36,305,0,0.134497054388969,1
273,36,Male,15843.241477209114,375,Rent,3555.1740509238425,24,646,0,0.20730397686989657,0
274,46,Male,56649.3616751774,214,Mortgage,12905.328851428116,48,833,0,0.2706323236445889,0
275,68,Male,70131.914305554,367,Rent,29918.569328368507,12,750,1,0.4910558105651953,0
276,69,Female,75642.71480720262,50,Rent,8965.343930943156,24,444,0,0.5519507233592765,0
277,22,Male,42432.96234800467,385,Rent,13640.477723783042,60,301,0,0.32589327488039943,1
278,21,Female,52906.361106514756,142,Rent,26856.347082423254,12,587,0,0.24306384583745252,0
279,68,Male,51010.72685585823,418,Mortgage,26167.918089079954,36,524,0,0.2766053621589277,0
280,32,Female,79796.05263142707,35,Rent,18059.263576088553,36,736,0,0.4282736571178961,0
281,25,Female,33790.22835253367,373,Own,20346.479121921657,12,513,0,0.17900355830179007,0
282,57,Male,40706.81095590917,475,Own,25628.497318025496,36,465,0,0.37371539293560796,0
283,52,Male,33305.59381100387,166,Rent,18085.59158139641,12,672,0,0.3942216490092898,0
284,29,Female,21016.98953774226,235,Mortgage,27805.101696754136,48,806,0,0.4539278752043966,0
285,61,Female,54955.74362104164,259,Mortgage,21719.396872884157,12,632,0,0.40194895414193765,0
286,55,Male,82025.96663555175,191,Rent,13521.03395895224,48,511,0,0.14847781073306623,0
287,39,Female,46030.31082969878,201,Mortgage,19345.20276827959,60,588,0,0.4443994438604678,0
288,68,Female,32362.067569137314,261,Mortgage,11145.58278885627,60,465,1,0.11087371531992188,1
289,36,Female,53737.19404464137,184,Mortgage,5344.579438131133,36,425,0,0.2951544018060297,0
290,23,Male,61782.36357545311,157,Rent,3585.5813245931604,12,456,0,0.30853146885681826,0
291,40,Female,46872.737251268554,245,Own,12934.163021719962,48,331,0,0.15831524099506852,0
292,44,Female,78070.70663908354,109,Own,18129.80342888383,60,573,0,0.10492856971768647,0
293,53,Female,33752.76211424956,98,Own,33010.509041561614,60,600,2,0.1355809206739507,1
294,44,Male,44260.60726975274,240,Own,19160.79861445214,60,320,0,0.32314998119238925,1
295,31,Male,55919.75809685924,201,Own,16914.923222452115,36,823,0,0.22017712098387685,0
296,69,Female,57859.27505235654,121,Mortgage,14003.623956153611,60,575,0,0.13449019890156202,0
297,28,Male,50944.56184596322,116,Mortgage,11426.308642804714,24,306,0,0.22820270547380092,1
298,56,Female,24431.601552857035,95,Mortgage,16307.580689323853,36,754,0,0.36441117721949057,0
299,58,Male,96760.22808412659,233,Rent,12242.377397803773,12,429,0,0.4710694194754802,1
300,60,Male,45280.601699078004,66,Mortgage,11751.492408702336,24,598,0,0.30600067349910565,0
301,40,Female,52205.35037169314,375,Own,23207.74723952679,36,396,2,0.40657448018829967,1
